post,reply,comment,sentiment,score,time_comment,company,channel
The team has loaded three payloads from the Flight Opportunities Program into SpaceShipTwo Unity’s cabin ahead of our flight test window opening this week,32.0,Thread Happy Holidays from This has been a year unlike any other and we can’t thank our teammates enough for their passion positivity and commitment to our goals throughout,5 stars,5,2020-12-24,bo,tweet
Thread Happy Holidays from This has been a year unlike any other and we can’t thank our teammates enough for their passion positivity and commitment to our goals throughout,114.0,Thread Yesterday Virgin Galactic filed a final prospectus related to a post effective amendment to a resale registration statement on Form S 3 This is not a new registration and no additional shares are being registered,1 star,1,2020-12-18,bo,tweet
Thread Happy Holidays from This has been a year unlike any other and we can’t thank our teammates enough for their passion positivity and commitment to our goals throughout,114.0,Thread our CEO Michael Colglazier on today’s flight test Today’s flight landed beautifully with pilots planes and spaceship safe secure and in excellent shape — the foundation of every successful mission Our flight today did not reach space as we had been planning,5 stars,5,2020-12-12,bo,tweet
Thread Happy Holidays from This has been a year unlike any other and we can’t thank our teammates enough for their passion positivity and commitment to our goals throughout,114.0,Meet the pilots for today’s flight First up is CJ Sturckow CJ is set to make his sixth flight to space today He s previously flown to space from CA with Virgin Galactic and from FL with NASA,4 stars,4,2020-12-12,bo,tweet
Thread Happy Holidays from This has been a year unlike any other and we can’t thank our teammates enough for their passion positivity and commitment to our goals throughout,114.0,SpaceShipTwo Unity and the crew are on target to attempt our first rocket powered flight from Spaceport America New Mexico today The weather looks good and we’re targeting an 08 00amMT take off Stay tuned for live updates,4 stars,4,2020-12-12,bo,tweet
Can you spot our mothership VMS Eve flying in the skies above Las Cruces New Mexico in this photo from yesterday It was a fine day for flying with the Organ Mountains looking spectacular in the background,19.0,It’s a hive of activity here at Spaceport America as preparations to deliver our first spaceflight from New Mexico later this Fall continue to progress well Here’s a flight test update from our President of Space Missions and Safety Mike Moses,5 stars,5,2020-11-02,bo,tweet
Can you spot our mothership VMS Eve flying in the skies above Las Cruces New Mexico in this photo from yesterday It was a fine day for flying with the Organ Mountains looking spectacular in the background,19.0,Welcome to the newest members of the Virgin Galactic Pilot Corps Jameel Janjua and Patrick Moran,5 stars,5,2020-10-27,bo,tweet
Can you spot our mothership VMS Eve flying in the skies above Las Cruces New Mexico in this photo from yesterday It was a fine day for flying with the Organ Mountains looking spectacular in the background,19.0,Thread Are you a US college student pursuing a STEM major and dreaming of a career in the aerospace industry Today our Black Leaders in Aerospace Scholarship and Training BLAST scholarship awards open for applications Make your dreams take flight,5 stars,5,2020-10-22,bo,tweet
Can you spot our mothership VMS Eve flying in the skies above Las Cruces New Mexico in this photo from yesterday It was a fine day for flying with the Organ Mountains looking spectacular in the background,19.0,The next time we ignite a rocket motor it ll be to power our spaceship to space in the skies above New Mexico later this fall Watch footage from last week’s hotfire at our rocket motor testing facility,4 stars,4,2020-10-22,bo,tweet
The next time we ignite a rocket motor it ll be to power our spaceship to space in the skies above New Mexico later this fall Watch footage from last week’s hotfire at our rocket motor testing facility,56.0,We’re looking forward to welcoming Dr Alan Stern from onto SpaceShipTwo to conduct a funded human tended experiment on one of our future spaceflights He will be among the first to conduct NASA funded science experiments while flying aboard a commercial spacecraft,4 stars,4,2020-10-14,bo,tweet
The next time we ignite a rocket motor it ll be to power our spaceship to space in the skies above New Mexico later this fall Watch footage from last week’s hotfire at our rocket motor testing facility,56.0,Thread we are preparing for the first spaceflight from our new operational base at Spaceport America NM This flight will be crewed by two test pilots and carry several research payloads to space in the cabin,4 stars,4,2020-10-14,bo,tweet
The next time we ignite a rocket motor it ll be to power our spaceship to space in the skies above New Mexico later this fall Watch footage from last week’s hotfire at our rocket motor testing facility,56.0,The DNA of Flight is synonymous with our brand but what does it mean It s a representation of humanity s journey to space through key aviation milestones Each symbol represents a pivotal moment in the collective journey to creating the world s first commercial spaceline,4 stars,4,2020-09-22,bo,tweet
The next time we ignite a rocket motor it ll be to power our spaceship to space in the skies above New Mexico later this fall Watch footage from last week’s hotfire at our rocket motor testing facility,56.0,We re hiring Take a look at s jobs of the week on this thread,5 stars,5,2020-09-18,bo,tweet
Take an awe inspiring tour of our spaceship cabin through five immersive augmented reality experiences Download the Virgin Galactic App App Store Play Store,21.0,Virgin Galactic unveils Mach 3 vehicle design for high speed travel This vehicle would have capacity for 9 to 19 people at an altitude above 60 000 feet,4 stars,4,2020-08-03,bo,tweet
Take an awe inspiring tour of our spaceship cabin through five immersive augmented reality experiences Download the Virgin Galactic App App Store Play Store,21.0,Providing safety without distraction quietly absorbing periods of sensory intensity and offering each astronaut a level of intimacy required for personal discovery and transformation Take a look at the interior design of our spaceship cabin,5 stars,5,2020-07-28,bo,tweet
Take an awe inspiring tour of our spaceship cabin through five immersive augmented reality experiences Download the Virgin Galactic App App Store Play Store,21.0,Our cabin interior supports savoring the view of Earth from space For our astronauts their spaceflight and Earth will be the stars of the show our cabin is the perfect support act Tune in tomorrow for a LIVE virtual walkthrough of our cabin interior,5 stars,5,2020-07-27,bo,tweet
Take an awe inspiring tour of our spaceship cabin through five immersive augmented reality experiences Download the Virgin Galactic App App Store Play Store,21.0,Virgin Galactic is thrilled to announce that Michael Colglazier is joining the Company to become the new Chief Executive Officer in preparation for starting commercial service,4 stars,4,2020-07-15,bo,tweet
What would your reaction be if you flew to space Become a Spacefarer to be first in line to reserve your seat on a spaceflight and get your invite to an exclusive customer cabin reveal event,32.0,A thread We’re four weeks into a new initiative we called Imagine amp Do It started with listening sessions to give teammates the chance to imagine how we can stop racial and social inequalities within our company and larger communities,5 stars,5,2020-07-05,bo,tweet
What would your reaction be if you flew to space Become a Spacefarer to be first in line to reserve your seat on a spaceflight and get your invite to an exclusive customer cabin reveal event,32.0,Join us on July 28th for a virtual walkthrough of our spaceship’s cabin A place where Future Astronauts will live out their dreams of seeing the curvature of the Earth from space while floating in zero gravity Set a reminder to watch along here,5 stars,5,2020-07-02,bo,tweet
What would your reaction be if you flew to space Become a Spacefarer to be first in line to reserve your seat on a spaceflight and get your invite to an exclusive customer cabin reveal event,32.0,SpaceShipTwo Unity flying freely in the skies above Spaceport America New Mexico today The team completed a glide flight at higher speeds which puts us on the path to begin space flights from New Mexico Read the full update here,4 stars,4,2020-06-25,bo,tweet
What would your reaction be if you flew to space Become a Spacefarer to be first in line to reserve your seat on a spaceflight and get your invite to an exclusive customer cabin reveal event,32.0,SpaceShipTwo Unity and mothership VMS Eve are preparing to conduct a glide flight from Spaceport America New Mexico today The team will be completing a number of test points and we’ll be issuing a blog and updates post market today,4 stars,4,2020-06-25,bo,tweet
What would your reaction be if you flew to space Become a Spacefarer to be first in line to reserve your seat on a spaceflight and get your invite to an exclusive customer cabin reveal event,32.0,A thread on how we’re continuing to support our communities tackling COVID 19 Thank you to all our healthcare workers who are working hard to keep us safe,5 stars,5,2020-06-24,bo,tweet
What would your reaction be if you flew to space Become a Spacefarer to be first in line to reserve your seat on a spaceflight and get your invite to an exclusive customer cabin reveal event,32.0,Thread We are excited to see NASA advancing their plans to fly agency astronauts and researchers on commercial suborbital spacecraft Across a range of programs and destinations NASA is catalyzing innovation and leading the way toward a positive future in space,4 stars,4,2020-06-23,bo,tweet
What would your reaction be if you flew to space Become a Spacefarer to be first in line to reserve your seat on a spaceflight and get your invite to an exclusive customer cabin reveal event,32.0,A thread today we’re announcing a Space Act Agreement with for Private Orbital Spaceflight to the Station Under this agreement we will develop a new private orbital astronaut readiness program,4 stars,4,2020-06-22,bo,tweet
Episode 6 of is LIVE now on our YouTube channel Click the link to tune in to hear s Chief Engineer Jose Stevens teach rocket science for real,1.0,Today announce the signing of a Space Act Agreement with to facilitate the development of high speed point to point technologies with a focus on customer experience and environmental responsibility,5 stars,5,2020-05-05,bo,tweet
Episode 6 of is LIVE now on our YouTube channel Click the link to tune in to hear s Chief Engineer Jose Stevens teach rocket science for real,1.0,Thread Virgin Galactic announces first quarter 2020 financial results,5 stars,5,2020-05-05,bo,tweet
Episode 6 of is LIVE now on our YouTube channel Click the link to tune in to hear s Chief Engineer Jose Stevens teach rocket science for real,1.0,A thread on how we are supporting our local community in New Mexico as part of our COVID 19 relief efforts we have made donations of medical supplies to hospitals in New Mexico Donations have included meals masks suits PAPRs and gloves,5 stars,5,2020-04-28,bo,tweet
Episode 6 of is LIVE now on our YouTube channel Click the link to tune in to hear s Chief Engineer Jose Stevens teach rocket science for real,1.0,A thread on how we are supporting our local community in New Mexico as part of our COVID 19 relief efforts we have made donations of medical supplies to hospitals in New Mexico Donations have included meals masks suits PAPRs and gloves,5 stars,5,2020-04-28,bo,tweet
Episode 6 of is LIVE now on our YouTube channel Click the link to tune in to hear s Chief Engineer Jose Stevens teach rocket science for real,1.0,Thread During the current global crisis we believe the space industry has a responsibility to share expertise to aid in the fight against COVID 19 Today we are proud to share that we re meeting this head on through a Space Act Agreement with,5 stars,5,2020-04-27,bo,tweet
RT While commercializing human space flight is the primary focus it was also exciting to talk about the work our dedicated…,0.0,At 12 00amPST we will be emailing all those who are subscribed to our Mission Updates with an invitation to take ‘One Small Step’ Join our journey and be front of line for tickets on our spaceflights as soon as new seats are released Register here,1 star,1,2020-02-25,bo,tweet
RT While commercializing human space flight is the primary focus it was also exciting to talk about the work our dedicated…,0.0,Now that SpaceShipTwo has joined our operations team in NM it will embark on the final stages of its flight test program This begins with familiarizing with the airspace ground ops and comms systems through a number of glide and rocket powered flights,4 stars,4,2020-02-14,bo,tweet
Crew and customers who fly to space with will be awarded space pins by Astronauts The first person to receive it is our Chief Astronaut Trainer Beth Moses at,7.0,Our x spacewear system has been tested in lab conditions that match the environment at all stages of our spaceflight It will be worn by Mission Specialists on VSS Unity’s final crewed test spaceflights for further testing,5 stars,5,2019-10-16,bo,tweet
Crew and customers who fly to space with will be awarded space pins by Astronauts The first person to receive it is our Chief Astronaut Trainer Beth Moses at,7.0,Exciting news involving and Read the full announcement here,5 stars,5,2019-10-08,bo,tweet
Our next test spaceflight will be our first commercial research mission Flying aboard VSS Unity will be three Virgin Galactic crew and two Officers and a research specialist from Learn more,106.0,Did you do any training that was different from the rest of the crew,3 stars,3,2021-07-21,bo,tweet
Raptors on Super Heavy,116.0,What Bill said 😍,5 stars,5,2021-08-02,spacex,facebook
Raptors on Super Heavy,116.0,Bill Lattimer be like Bill 🤣🤣🤣,5 stars,5,2021-08-02,spacex,facebook
Raptors on Super Heavy,116.0,Alex Wright Do you know something that we don t An infinite fuel tank perhaps,1 star,1,2021-08-02,spacex,facebook
Dragon has autonomously re docked with the Space Station,39.0,Todd Grzywacz Different ships for different purposes,4 stars,4,2021-07-21,spacex,facebook
Dragon has autonomously re docked with the Space Station,39.0,,2 stars,2,2021-07-22,spacex,facebook
Dragon has autonomously re docked with the Space Station,39.0,SpaceX is setting the standard love the innovation Keep up the great work,5 stars,5,2021-07-21,spacex,facebook
Dragon has autonomously re docked with the Space Station,39.0,Love how SpaceX never stops refining what they have and pushing themselves to do more,5 stars,5,2021-07-21,spacex,facebook
Dragon has autonomously re docked with the Space Station,39.0,Soooo cool Better than those other two guys seeking only ten minutes of space time,5 stars,5,2021-07-21,spacex,facebook
Dragon has autonomously re docked with the Space Station,39.0,How come the four crew members were on board when it moved autonomously,5 stars,5,2021-07-21,spacex,facebook
Dragon has autonomously re docked with the Space Station,39.0,Branson takes his space plane up past the karman line Bezos takes the youngest and oldest astronauts on a rollercoaster ride to space Musk automatically moves and docks his ship,4 stars,4,2021-07-21,spacex,facebook
Dragon has autonomously re docked with the Space Station,39.0,JD gets it done,4 stars,4,2021-07-21,spacex,facebook
Dragon has autonomously re docked with the Space Station,39.0,Me da mucho gusto,5 stars,5,2021-07-21,spacex,facebook
Dragon has autonomously re docked with the Space Station,39.0,Ok,3 stars,3,2021-07-24,spacex,facebook
Dragon has autonomously re docked with the Space Station,39.0,Real Space brought to you by SpaceX,5 stars,5,2021-07-21,spacex,facebook
Dragon has autonomously re docked with the Space Station,39.0,Elon had Deep Space figured out years ago His new Gateway contract proves it,4 stars,4,2021-07-21,spacex,facebook
Dragon has autonomously re docked with the Space Station,39.0,Wll done guys,5 stars,5,2021-07-21,spacex,facebook
Dragon has autonomously re docked with the Space Station,39.0,Great message,5 stars,5,2021-08-07,spacex,facebook
Dragon has autonomously re docked with the Space Station,39.0,Drag reduction system Exaust gas recirculation Hyperloop Transportation Technologies Inc Also recirculate thermal and electricity This idea could help starship too Or ion emission ion winds turbine,4 stars,4,2021-07-24,spacex,facebook
Dragon has autonomously re docked with the Space Station,39.0,AND Total connection in remote times Read the daily Of Adam the Martian THE ARCHITECT OF MARS,5 stars,5,2021-07-21,spacex,facebook
Dragon has autonomously re docked with the Space Station,39.0,Pure fantasy,5 stars,5,2021-07-25,spacex,facebook
The Crew,109.0,,2 stars,2,,spacex,facebook
Some great close ups of SpaceX s Intravehicular Activity IVA Suit which is worn by astronauts while traveling to and from space in Crew Dragon 👨‍🚀 The suit was designed by Hollywood costume designer Jose Fernandez and SpaceX CEO Elon Musk Astronauts wear the suit to provide protection in case an emergency depressurization occurs in their spacecraft therefore the suit is suitable for a vacuum A single tether at the astronaut s thigh feeds air and electronics into the suit,150.0,Awesome 🚀,5 stars,5,2021-02-17,spacex,facebook
Some great close ups of SpaceX s Intravehicular Activity IVA Suit which is worn by astronauts while traveling to and from space in Crew Dragon 👨‍🚀 The suit was designed by Hollywood costume designer Jose Fernandez and SpaceX CEO Elon Musk Astronauts wear the suit to provide protection in case an emergency depressurization occurs in their spacecraft therefore the suit is suitable for a vacuum A single tether at the astronaut s thigh feeds air and electronics into the suit,150.0,Awesomeeeee 👏🏼 💯,5 stars,5,2021-02-17,spacex,facebook
Some great close ups of SpaceX s Intravehicular Activity IVA Suit which is worn by astronauts while traveling to and from space in Crew Dragon 👨‍🚀 The suit was designed by Hollywood costume designer Jose Fernandez and SpaceX CEO Elon Musk Astronauts wear the suit to provide protection in case an emergency depressurization occurs in their spacecraft therefore the suit is suitable for a vacuum A single tether at the astronaut s thigh feeds air and electronics into the suit,150.0,amaZing,5 stars,5,2021-02-17,spacex,facebook
Some great close ups of SpaceX s Intravehicular Activity IVA Suit which is worn by astronauts while traveling to and from space in Crew Dragon 👨‍🚀 The suit was designed by Hollywood costume designer Jose Fernandez and SpaceX CEO Elon Musk Astronauts wear the suit to provide protection in case an emergency depressurization occurs in their spacecraft therefore the suit is suitable for a vacuum A single tether at the astronaut s thigh feeds air and electronics into the suit,150.0,🤤,5 stars,5,2021-02-17,spacex,facebook
Starship SN9 SN10,162.0,Why would they do that I mean if they have multiple launch pads a distance away but I wouldn t want to try and launch two super heavies next to each other the sound the pressure seems like itd be crazy dangerous then you have the issue of what if both are going wrong I think sequencial launches will be the standard but not simultaneous,2 stars,2,2021-01-30,spacex,facebook
Starship SN9 SN10,162.0,Mike Watts they are big and these are the the ships without the booster stage final design is like Saturn 5 size,4 stars,4,2021-01-30,spacex,facebook
Starship SN9 SN10,162.0,You know they do radiation testing and other tests,4 stars,4,2021-01-30,spacex,facebook
Starship SN9 SN10,162.0,I would be willing to submit to several polygraph tests and a full disclosure of my experience with NASA also so they understand I’m not a lunatic who needs attention and to boost my imagined self importance Although there is a live account of what was happening on YouTube comments somewhere also Probably just good Information for them to scientifically document,4 stars,4,2021-01-30,spacex,facebook
Starship SN9 SN10,162.0,Mary Angela White Burnard May be its because its the blueprint of Nicolas tesla 🤣🤣,3 stars,3,2021-01-31,spacex,facebook
Starship SN9 SN10,162.0,Christian Navarro that is exactly how they made them Welded stainless steel rings,5 stars,5,2021-01-30,spacex,facebook
Time lapse of Dragon on approach – two Dragons now docked to the space station,863.0,Kenneth Wood your reading comprehension needs work Time lapse of Dragon on approach two Dragons now docked to the space station,3 stars,3,2020-12-12,spacex,facebook
Flight proven Falcon 9 launches GPS III 5 to orbit,12.0,I watched the video of the launch and landing Their cameras are getting a lot better Even the one on the barge didn t cut out and the one on the booster recorded the entire landing,2 stars,2,2021-06-18,spacex,facebook
Flight proven Falcon 9 launches GPS III 5 to orbit,12.0,When is the next night time mission,5 stars,5,2021-06-22,spacex,facebook
Flight proven Falcon 9 launches GPS III 5 to orbit,12.0,It s KASAO Kenya aeronautical and space administration organization,4 stars,4,2021-06-18,spacex,facebook
Flight proven Falcon 9 launches GPS III 5 to orbit,12.0,Sweet landing coverage of Stage One,5 stars,5,2021-06-18,spacex,facebook
Flight proven Falcon 9 launches GPS III 5 to orbit,12.0,100 Pbit Internet and 6G to 20G network in Mexico and the world quantum servers and quantum nanochips optical and lásers servers of the most expensive I only want 3000 dollars for my idea 100 Pbit Internet and 6G to 20G network in Mexico and the world 4027 6653 0984 7037 banco Azteca débito soy Méxicano I m mexican,1 star,1,2021-06-21,spacex,facebook
Flight proven Falcon 9 launches GPS III 5 to orbit,12.0,Please support my project I want to create a project so that every person in the world has the opportunity to fill their dream to fly into space To do this we need your support My goal is to create a website so that every person in the world can try to travel into space Currently for such a trip to be successful huge financial outlays are needed people simply cannot afford such trips Our project is to change this we want every person in the world regardless of age or skin color views or financial capabilities to fly into space Thanks to your donation we will create this project Let s do this so that each of us goes into space,5 stars,5,2021-06-21,spacex,facebook
View from Falcon 9 s second stage Merlin Vacuum engine,23.0,Jeremiah Mora fake image second stage goes to 500km,1 star,1,2021-06-18,spacex,facebook
View from Falcon 9 s second stage Merlin Vacuum engine,23.0,Not fake It s a wide angle lens and for this mission the 2nd stage went to geostationary orbit 35 786 kilometres which is farther than the normal 2nd stage can go to that distance with no problem,4 stars,4,2021-06-18,spacex,facebook
View from Falcon 9 s second stage Merlin Vacuum engine,23.0,I saw the tragectory path yestereday and thought they messed up with it but guess not Awesome work SpaceX,3 stars,3,2021-06-18,spacex,facebook
View from Falcon 9 s second stage Merlin Vacuum engine,23.0,Looking back at Earth you d think being 71 water the most intelligent lifeforms would be of the oceans Perhaps they are and we ignorantly assume otherwise 🤔,3 stars,3,2021-06-18,spacex,facebook
View from Falcon 9 s second stage Merlin Vacuum engine,23.0,How far away from Earth was this taken,5 stars,5,2021-06-18,spacex,facebook
View from Falcon 9 s second stage Merlin Vacuum engine,23.0,Look how flat the earth is 😂,1 star,1,2021-06-19,spacex,facebook
View from Falcon 9 s second stage Merlin Vacuum engine,23.0,👀👀,5 stars,5,2021-06-21,spacex,facebook
View from Falcon 9 s second stage Merlin Vacuum engine,23.0,If you find the Spacex stream of this launch then you will get the finest video of a stage 1 landing on a barge,5 stars,5,2021-06-18,spacex,facebook
View from Falcon 9 s second stage Merlin Vacuum engine,23.0,Looks like is sucking the earth with a vacuum Maybe that s the real reason why it s called a vacuum engine,1 star,1,2021-06-17,spacex,facebook
View from Falcon 9 s second stage Merlin Vacuum engine,23.0,Far,3 stars,3,2021-06-18,spacex,facebook
View from Falcon 9 s second stage Merlin Vacuum engine,23.0,Amo essa lupa em foto três por quatro tão procurando meu lugar photoshopado Por onde aindei até a Terra encontrar um caminho pro mar fugir prometi Diana a marcha sem sorriso a morte da Cabeçuda Youtuber mais famosa do Universo saudade A renascida é diferente Terra Cetentrional,3 stars,3,2021-06-18,spacex,facebook
View from Falcon 9 s second stage Merlin Vacuum engine,23.0,Manytimes2,5 stars,5,2021-06-17,spacex,facebook
View from Falcon 9 s second stage Merlin Vacuum engine,23.0,Clearly your counterpart Mars would be played by Johnny Depp because he’s such a versatile actor and I think he could easily get into the character of Mars,4 stars,4,2021-07-13,spacex,facebook
View from Falcon 9 s second stage Merlin Vacuum engine,23.0,,2 stars,2,2021-07-18,spacex,facebook
View from Falcon 9 s second stage Merlin Vacuum engine,23.0,Beautiful,5 stars,5,2021-07-08,spacex,facebook
View from Falcon 9 s second stage Merlin Vacuum engine,23.0,You’re welcome,5 stars,5,2021-07-13,spacex,facebook
View from Falcon 9 s second stage Merlin Vacuum engine,23.0,I am only helping Russia and Asia out the way I am and my personality I can t deal will Bill Gates and Mike Ybarra and them they are not on my level I can t even speak to them because I am a lot smarter we wouldn t understand one another I can t get involved with the middle East or Europe I am a serious man I will continue to help Asia and Russia and if the USA has a problem with it kick me out of the USA or kick them out for not being born here,1 star,1,2021-06-18,spacex,facebook
Stacking Super Heavy Aft Section,20.0,Dave Michaels 29 raptors,1 star,1,2021-08-31,spacex,facebook
Stacking Super Heavy Aft Section,20.0,💕💕💕💕 This made me into a major fan when I drove by the facility a few weeks ago Soooo cool,5 stars,5,2021-06-15,spacex,facebook
Stacking Super Heavy Aft Section,20.0,It looks like hard work and dedication for this acassions I m hopping for this great innovation MARS,5 stars,5,2021-06-15,spacex,facebook
Stacking Super Heavy Aft Section,20.0,Wow amazing My favorite giant monster once and always 😍,5 stars,5,2021-06-16,spacex,facebook
Stacking Super Heavy Aft Section,20.0,cool a lot of hard work I bet went into making this real,5 stars,5,2021-06-21,spacex,facebook
Stacking Super Heavy Aft Section,20.0,👀👀,5 stars,5,2021-06-21,spacex,facebook
Stacking Super Heavy Aft Section,20.0,It makes the Saturn V look like Mercury I,5 stars,5,2021-06-15,spacex,facebook
Stacking Super Heavy Aft Section,20.0,Amazing picture,5 stars,5,2021-06-15,spacex,facebook
Stacking Super Heavy Aft Section,20.0,wen orbit,4 stars,4,2021-06-15,spacex,facebook
Stacking Super Heavy Aft Section,20.0,Getting much closer to ho me,4 stars,4,2021-06-15,spacex,facebook
Stacking Super Heavy Aft Section,20.0,Amazing 🤩,5 stars,5,2021-06-15,spacex,facebook
Stacking Super Heavy Aft Section,20.0,Welcome to the future ✊🥰,5 stars,5,2021-06-15,spacex,facebook
Stacking Super Heavy Aft Section,20.0,Bozos and his bottle rockets ain t got nothing on SpaceX I guess it s nice there is competition and what not,3 stars,3,2021-06-15,spacex,facebook
Stacking Super Heavy Aft Section,20.0,🥰😍,5 stars,5,2021-06-16,spacex,facebook
Stacking Super Heavy Aft Section,20.0,Have blessed and safe day you all 😸,5 stars,5,2021-06-15,spacex,facebook
Stacking Super Heavy Aft Section,20.0,starbase,1 star,1,2021-06-26,spacex,facebook
Team is taking additional time for pre launch check outs ahead of the Transporter 2 mission will announce new target launch date once confirmed,5.0,We are Elon Musk fans,5 stars,5,2021-06-24,spacex,facebook
Team is taking additional time for pre launch check outs ahead of the Transporter 2 mission will announce new target launch date once confirmed,5.0,Heey,3 stars,3,2021-06-24,spacex,facebook
Team is taking additional time for pre launch check outs ahead of the Transporter 2 mission will announce new target launch date once confirmed,5.0,,2 stars,2,2021-06-24,spacex,facebook
First static fire test of Super Heavy booster,35.0,,2 stars,2,,spacex,facebook
Separation confirmed Dragon is now performing departure burns to move away from the space station,18.0,La cápsula espacial Dragón se separó del cohete espacial se dirige a su destino programada qué llegué con mucho éxito 👏👏👏👏👏💯💯💯💯💯💯⭐⭐⭐⭐⭐⭐♥️♥️♥️♥️♥️♥️,1 star,1,2021-07-08,spacex,facebook
Separation confirmed Dragon is now performing departure burns to move away from the space station,18.0,Finding the Dragon in this image is almost as easy as Where s Waldo,5 stars,5,2021-08-07,spacex,facebook
Separation confirmed Dragon is now performing departure burns to move away from the space station,18.0,Good way,4 stars,4,2021-08-07,spacex,facebook
Separation confirmed Dragon is now performing departure burns to move away from the space station,18.0,You left without me I m ready for Mars or the moon there s are the moon doesn t matter call me let s go me let s go we need to leave this planet before we need to leave this planet for China and Russia blows us up,1 star,1,2021-07-08,spacex,facebook
Separation confirmed Dragon is now performing departure burns to move away from the space station,18.0,our little girl,5 stars,5,2021-07-09,spacex,facebook
Falcon 9 first stage supporting this mission previously launched GPS III 4 in November 2020,10.0,How can someone say I am a Saint no one would believe it I told everyone I am not religious I also wasn t nice to people,1 star,1,2021-06-15,spacex,facebook
Falcon 9 first stage supporting this mission previously launched GPS III 4 in November 2020,10.0,Is ¥,1 star,1,2021-06-12,spacex,facebook
Falcon 9 first stage supporting this mission previously launched GPS III 4 in November 2020,10.0,Where the fuck is my internet order,1 star,1,2021-06-13,spacex,facebook
Falcon 9 first stage supporting this mission previously launched GPS III 4 in November 2020,10.0,So cool Now quit wasting money on an uninhabitable planet on which you can never breath outside air Can’t believe you’re choosing another planet to save with your fortune rather than the planet that made you so rich Don’t see how crappy that is,5 stars,5,2021-06-14,spacex,facebook
Falcon 9 first stage supporting this mission previously launched GPS III 4 in November 2020,10.0,Amazing pictures,5 stars,5,2021-06-15,spacex,facebook
Falcon 9 first stage supporting this mission previously launched GPS III 4 in November 2020,10.0,What woman on this planet that is smart and isn t religious These morons said all that wasn t I can t speak to just anyone I hold answers I need a woman that knows certain things I have top level clearance,1 star,1,2021-06-15,spacex,facebook
Dragon is 20 meters from Space Station,52.0,Space X when are you setting to Jupiter 💫,5 stars,5,2021-06-07,spacex,facebook
Dragon is 20 meters from Space Station,52.0,With you my favorite space company,5 stars,5,2021-06-05,spacex,facebook
Dragon is 20 meters from Space Station,52.0,Watta nice shot 😍,4 stars,4,2021-06-05,spacex,facebook
Dragon is 20 meters from Space Station,52.0,20,5 stars,5,2021-06-05,spacex,facebook
Dragon is 20 meters from Space Station,52.0,I need an engineer advice Machanic on an Engine My bike is oxygen based I have a large a mount of magnetic current that is around me When I go next to power lines the current is higher My bike died because of it I had to do a dry start it worked Than I had to do a fine running on the carb Ok I pulled the battery to reset it I took off the cap and adjusted the screw My Earth magnet don t help I went through all the steps except installing an EMF,2 stars,2,2021-06-10,spacex,facebook
Dragon is 20 meters from Space Station,52.0,I have computers Science medical on lock down join up and help with it or Asia Russia and I will I have a DDclient I run massive servers I make my own internet I hold more cards than Microsoft and I don t like the way they do business,1 star,1,2021-06-12,spacex,facebook
Dragon is 20 meters from Space Station,52.0,HEY JUS A THOUGHT TO SAVE EARTH FROM FLOODING FROM MELTING ICE MINE THE ICE SHIP IT TO MARS TADAAH,1 star,1,2021-06-07,spacex,facebook
Dragon is 20 meters from Space Station,52.0,I am mad one of these two had the virus released Elon Musk or Bill Gates one is head of the ilumaniti Bill Gates They got mad Steven played a joke on them Saying I am an old knight family there family had been the family in greek days and mine slaughtered there family We was not knight we was Vikings and Scottish they are stupid I won t fall folder easily or scare Either stop or grow a pair and we will squash this I am stranded now because my Bike won t start they figured out how to iluse an EMP through Microsoft,1 star,1,2021-06-09,spacex,facebook
More pics of Falcon 9’s launch of Dragon the spacecraft will autonomously dock to the space station at 5 13 a m EDT tomorrow,13.0,How do you go in a lead cave and loose cell service but don t loose connection to the brain,2 stars,2,2021-06-09,spacex,facebook
More pics of Falcon 9’s launch of Dragon the spacecraft will autonomously dock to the space station at 5 13 a m EDT tomorrow,13.0,I have computers Science medical on lock down join up and help with it or Asia Russia and I will I have a DDclient I run massive servers I make my own internet I hold more cards than Microsoft and I don t like the way they do business,1 star,1,2021-06-12,spacex,facebook
More pics of Falcon 9’s launch of Dragon the spacecraft will autonomously dock to the space station at 5 13 a m EDT tomorrow,13.0,I am mad one of these two had the virus released Elon Musk or Bill Gates one is head of the ilumaniti Bill Gates They got mad Steven played a joke on them Saying I am an old knight family there family had been the family in greek days and mine slaughtered there family We was not knight we was Vikings and Scottish they are stupid I won t fall folder easily or scare Either stop or grow a pair and we will squash this I am stranded now because my Bike won t start they figured out how to iluse an EMP through Microsoft,1 star,1,2021-06-09,spacex,facebook
The crew is ready for liftoff,150.0,Baddrul Hezri Manspeed May God watch over you,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Shashika Lakshan ado ai bn me😹💔,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,Watching from Melbourne Beach Getting ready to walk out on the beach for the launch Blessings on a safe and successful mission,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,From Boynton Beach Fl Never gets old absolutely amazing 🚀,5 stars,5,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,View from Sumter South Carolina,4 stars,4,2021-04-23,spacex,facebook
The crew is ready for liftoff,150.0,2001 A Space Odyssey same helmet,5 stars,5,2021-04-25,spacex,facebook
